NCBI_GeneID	NCBI_UnigeneID	NCBI_RefSeqID	Affymetrix_probesetID	organism
3708	Hs.567295	NM_001099952	203710_at	human
3708	Hs.567295	NM_001099952	211323_s_at	human
3708	Hs.567295	NM_001099952	216944_s_at	human
3708	Hs.567295	NM_001168272	203710_at	human
3708	Hs.567295	NM_001168272	211323_s_at	human
3708	Hs.567295	NM_001168272	216944_s_at	human
3708	Hs.567295	NM_002222	203710_at	human
3708	Hs.567295	NM_002222	211323_s_at	human
3708	Hs.567295	NM_002222	216944_s_at	human
3708		NM_001099952	203710_at	human
3708		NM_001099952	211323_s_at	human
3708		NM_001099952	216944_s_at	human
3708		NM_001168272	203710_at	human
3708		NM_001168272	211323_s_at	human
3708		NM_001168272	216944_s_at	human
3708		NM_002222	203710_at	human
3708		NM_002222	211323_s_at	human
3708		NM_002222	216944_s_at	human
3709	Hs.512235	NM_002223	202660_at	human
3709	Hs.512235	NM_002223	202661_at	human
3709	Hs.512235	NM_002223	202662_s_at	human
3709	Hs.512235	NM_002223	211360_s_at	human
3710	Hs.65758	NM_002224	201187_s_at	human
3710	Hs.65758	NM_002224	201188_s_at	human
3710	Hs.65758	NM_002224	201189_s_at	human
3712	Hs.513646	NM_001159508	203682_s_at	human
3712	Hs.513646	NM_001159508	216958_s_at	human
3712	Hs.513646	NM_002225	203682_s_at	human
3712	Hs.513646	NM_002225	216958_s_at	human
3713	Hs.516439	NM_005547	214599_at	human
3714	Hs.433445	NM_002226	209784_s_at	human
3714	Hs.433445	NM_002226	32137_at	human
3714	Hs.433445	NM_145159	209784_s_at	human
3714	Hs.433445	NM_145159	32137_at	human
3716	Hs.207538	NM_002227	201648_at	human
3717		NM_004972	205841_at	human
3717		NM_004972	205842_s_at	human
3718	Hs.515247	NM_000215	207187_at	human
3718	Hs.515247	NM_000215	211108_s_at	human
3720	Hs.630189	NM_004973	203297_s_at	human
3720	Hs.630189	NM_004973	203298_s_at	human
3725		NM_002228	201464_x_at	human
3725		NM_002228	201465_s_at	human
3725		NM_002228	201466_s_at	human
3726	Hs.25292	NM_002229	201473_at	human
3727	Hs.2780	NM_005354	203751_x_at	human
3727	Hs.2780	NM_005354	203752_s_at	human
3727	Hs.2780	NM_005354	214326_x_at	human
3728	Hs.514174	NM_002230	201015_s_at	human
3728	Hs.514174	NM_021991	201015_s_at	human
3730	Hs.521869	NM_000216	205206_at	human
3732	Hs.527778	NM_001024844	203904_x_at	human
3732	Hs.527778	NM_002231	203904_x_at	human
3735	Hs.3100	NM_001130089	200079_s_at	human
3735	Hs.3100	NM_001130089	200840_at	human
3735	Hs.3100	NM_005548	200079_s_at	human
3735	Hs.3100	NM_005548	200840_at	human
3736	Hs.416139	NM_000217	208479_at	human
3737	Hs.248139	NM_004974	208564_at	human
3737		NM_004974	208564_at	human
3738	Hs.169948	NM_002232	207237_at	human
3739	Hs.592002	NM_002233	207248_at	human
3741	Hs.150208	NM_002234	206762_at	human
3742	Hs.306190	NM_002235	205616_at	human
3743	Hs.306973	NM_031886		human
3744	Hs.248140	NM_005549	208560_at	human
3744	Hs.622910	NM_005549	208560_at	human
3745	Hs.84244	NM_004975	211006_s_at	human
3745	Hs.84244	NM_004975	217637_at	human
3746	Hs.552896	NM_001112741	208477_at	human
3746	Hs.552896	NM_004976	208477_at	human
3747	Hs.27214	NM_139136		human
3747	Hs.27214	NM_139137		human
3747	Hs.27214	NM_153748		human
3748	Hs.467146	NM_004977	207600_at	human
3749	Hs.153521	NM_001039574	208251_at	human
3749	Hs.153521	NM_004978	208251_at	human
3749	Hs.153521	NM_153763		human
3750	Hs.552764	NM_004979	206842_at	human
3751		NM_012281	207103_at	human
3752		NM_004980	211301_at	human
3752		NM_004980	211827_s_at	human
3752		NM_172198	211301_at	human
3752		NM_172198	211827_s_at	human
3752		NM_172198	213832_at	human
3752		NM_172198	215014_at	human
3753	Hs.121495	NM_000219	208514_at	human
3753	Hs.121495	NM_001127668	208514_at	human
3753	Hs.121495	NM_001127669	208514_at	human
3753	Hs.121495	NM_001127670	208514_at	human
3754	Hs.23735	NM_002236	210263_at	human
3755	Hs.118695	NM_002237	214595_at	human
3756	Hs.553187	NM_002238	207635_s_at	human
3756	Hs.553187	NM_172362	207635_s_at	human
3757	Hs.647099	NM_000238	205262_at	human
3757	Hs.647099	NM_172056	210036_s_at	human
3757	Hs.647099	NM_172057	205262_at	human
3758	Hs.527830	NM_000220	210402_at	human
3758	Hs.527830	NM_000220	210403_s_at	human
3758	Hs.527830	NM_153764	210402_at	human
3758	Hs.527830	NM_153764	210403_s_at	human
3758	Hs.527830	NM_153765	210402_at	human
3758	Hs.527830	NM_153765	210403_s_at	human
3758	Hs.527830	NM_153766	210402_at	human
3758	Hs.527830	NM_153766	210403_s_at	human
3758	Hs.527830	NM_153767	210402_at	human
3758	Hs.527830	NM_153767	210403_s_at	human
3759	Hs.154704	NM_000891	206765_at	human
3760	Hs.591606	NM_002239	207141_s_at	human
3760	Hs.591606	NM_002239	207142_at	human
3761	Hs.32505	NM_004981	208359_s_at	human
3761	Hs.32505	NM_004981	211451_s_at	human
3761	Hs.32505	NM_152868	208359_s_at	human
3761	Hs.32505	NM_152868	211451_s_at	human
3762	Hs.632109	NM_000890	208397_x_at	human
3762	Hs.632109	NM_000890	208404_x_at	human
3762	Hs.632109	NM_000890	211817_s_at	human
3763		NM_002240	210454_s_at	human
3764	Hs.102308	NM_004982	205303_at	human
3764	Hs.102308	NM_004982	205304_s_at	human
3764	Hs.619408	NM_004982	205303_at	human
3764	Hs.619408	NM_004982	205304_s_at	human
3765	Hs.66726	NM_004983	207527_at	human
3766	Hs.408960	NM_002241	206692_at	human
3767	Hs.248141	NM_000525		human
3767	Hs.248141	NM_001166290		human
3768	Hs.200629	NM_021012	207110_at	human
3768	Hs.200629	NM_021012	208567_s_at	human
3769	Hs.467338	NM_002242	210179_at	human
3769	Hs.467338	NM_002242	211427_s_at	human
3770	Hs.590945	NM_013348	220776_at	human
3770	Hs.590945	NM_170720	220776_at	human
3770	Hs.644912	NM_013348	220776_at	human
3770	Hs.644912	NM_170720	220776_at	human
3772	Hs.411299	NM_002243	210119_at	human
3772	Hs.411299	NM_002243	211806_s_at	human
3772	Hs.411299	NM_170736	210119_at	human
3772	Hs.411299	NM_170736	211806_s_at	human
3772	Hs.411299	NM_170737	210119_at	human
3772	Hs.411299	NM_170737	211806_s_at	human
3773	Hs.463985	NM_018658	219564_at	human
3773	Hs.463985	NM_170741	219564_at	human
3773	Hs.463985	NM_170742	219564_at	human
3775	Hs.208544	NM_002245	204678_s_at	human
3775	Hs.208544	NM_002245	204679_at	human
3776	Hs.497745	NM_001017424	210261_at	human
3776	Hs.497745	NM_001017425	210261_at	human
3776	Hs.497745	NM_014217	210261_at	human
3777	Hs.645288	NM_002246	205952_at	human
3778	Hs.144795	NM_001014797	221583_s_at	human
3778	Hs.144795	NM_001161352	214921_at	human
3778	Hs.144795	NM_001161352	221583_s_at	human
3778	Hs.144795	NM_001161352	221584_s_at	human
3778	Hs.144795	NM_001161353	221583_s_at	human
3778	Hs.144795	NM_002247	214921_at	human
3778	Hs.144795	NM_002247	221583_s_at	human
3778	Hs.144795	NM_002247	221584_s_at	human
3779	Hs.484099	NM_004137	209948_at	human
3780	Hs.158173	NM_002248	206231_at	human
3781	Hs.98280	NM_021614	220116_at	human
3781	Hs.98280	NM_170775	220116_at	human
3782	Hs.490765	NM_002249	205902_at	human
3782	Hs.490765	NM_002249	205903_s_at	human
3782	Hs.490765	NM_170782	205902_at	human
3782	Hs.490765	NM_170782	205903_s_at	human
3783	Hs.10082	NM_002250	204401_at	human
3784	Hs.95162	NM_000218	204487_s_at	human
3784	Hs.95162	NM_000218	211217_s_at	human
3784	Hs.95162	NM_181798	211217_s_at	human
3785	Hs.161851	NM_004518	210508_s_at	human
3785	Hs.161851	NM_004518	211486_s_at	human
3785	Hs.161851	NM_172106	210508_s_at	human
3785	Hs.161851	NM_172106	211486_s_at	human
3785	Hs.161851	NM_172107	210508_s_at	human
3785	Hs.161851	NM_172107	211486_s_at	human
3785	Hs.161851	NM_172108	210508_s_at	human
3785	Hs.161851	NM_172108	211486_s_at	human
3785	Hs.161851	NM_172109	210508_s_at	human
3785		NM_004518	210508_s_at	human
3785		NM_004518	211486_s_at	human
3785		NM_172106	210508_s_at	human
3785		NM_172106	211486_s_at	human
3785		NM_172107	210508_s_at	human
3785		NM_172107	211486_s_at	human
3785		NM_172108	210508_s_at	human
3785		NM_172108	211486_s_at	human
3785		NM_172109	210508_s_at	human
3786	Hs.374023	NM_004519	206573_at	human
3787	Hs.117780	NM_002251	207366_at	human
3788	Hs.388045	NM_020697		human
3790	Hs.414489	NM_002252	205968_at	human
3791	Hs.479756	NM_002253	203934_at	human
3792	Hs.368588	NM_000420	206077_at	human
3795	Hs.567297	NM_000221	205175_s_at	human
3795	Hs.567297	NM_000221	211028_s_at	human
3795	Hs.567297	NM_006488	205175_s_at	human
3795	Hs.567297	NM_006488	211028_s_at	human
3796	Hs.558351	NM_001098511		human
3796	Hs.558351	NM_004520		human
3797		NM_002254	203389_at	human
3797		NM_002254	203390_s_at	human
3798	Hs.151219	NM_004984	205318_at	human
3799		NM_004521	201991_s_at	human
3799		NM_004521	201992_s_at	human
3800	Hs.435557	NM_004522	203129_s_at	human
3800	Hs.435557	NM_004522	203130_s_at	human
3800		NM_004522	203129_s_at	human
3800		NM_004522	203130_s_at	human
3801	Hs.23131	NM_001130099	209661_at	human
3801	Hs.23131	NM_001130100	209661_at	human
3801	Hs.23131	NM_005550	209661_at	human
3802	Hs.512572	NM_014218	208179_x_at	human
3802	Hs.512572	NM_014218	210890_x_at	human
3802		NM_014218	208179_x_at	human
3802		NM_014218	210890_x_at	human
3803		NM_014219	208179_x_at	human
3803		NM_014219	210890_x_at	human
3803		NM_014219	211397_x_at	human
3804		NM_014511		human
3804		NM_015868	208179_x_at	human
3805	Hs.651287	NM_001080770	208426_x_at	human
3805	Hs.651287	NM_001080770	211242_x_at	human
3805	Hs.651287	NM_001080770	211245_x_at	human
3805	Hs.651287	NM_001080772	208426_x_at	human
3805	Hs.651287	NM_001080772	211242_x_at	human
3805	Hs.651287	NM_001080772	211245_x_at	human
3805	Hs.651287	NM_002255	208426_x_at	human
3805	Hs.651287	NM_002255	211242_x_at	human
3805	Hs.651287	NM_002255	211245_x_at	human
3805		NM_001080770	208426_x_at	human
3805		NM_001080770	211242_x_at	human
3805		NM_001080770	211245_x_at	human
3805		NM_001080772	208426_x_at	human
3805		NM_001080772	211242_x_at	human
3805		NM_001080772	211245_x_at	human
3805		NM_002255	208426_x_at	human
3805		NM_002255	211242_x_at	human
3805		NM_002255	211245_x_at	human
3806		NM_014512	208179_x_at	human
3806		NM_014512	210890_x_at	human
3808		NM_012313	208179_x_at	human
3809		NM_012314	208198_x_at	human
3809		NM_012314	208203_x_at	human
3809		NM_012314	211532_x_at	human
3809		NM_012314	216552_x_at	human
3810		NM_014513	208179_x_at	human
3810		XM_002346914		human
3811	Hs.645228	NM_013289	211389_x_at	human
3811	Hs.645228	NM_013289	211687_x_at	human
3812	Hs.645532	NM_006737	207313_x_at	human
3812	Hs.645532	NM_006737	207314_x_at	human
3812	Hs.645532	NM_006737	211688_x_at	human
3812	Hs.645532	NM_006737	216907_x_at	human
3813		NM_001083539	211389_x_at	human
3814	Hs.95008	NM_002256	205563_at	human
3815	Hs.479754	NM_000222	205051_s_at	human
3815	Hs.479754	NM_001093772	205051_s_at	human
3816	Hs.123107	NM_002257	216699_s_at	human
3817	Hs.515560	NM_001002231	209854_s_at	human
3817	Hs.515560	NM_001002231	209855_s_at	human
3817	Hs.515560	NM_001002231	210339_s_at	human
3817	Hs.515560	NM_005551	209854_s_at	human
3817	Hs.515560	NM_005551	209855_s_at	human
3817	Hs.515560	NM_005551	210339_s_at	human
3818	Hs.237642	NM_000892	206541_at	human
3820	Hs.169824	NM_002258	214470_at	human
3821	Hs.512576	NM_002259	206785_s_at	human
3821	Hs.512576	NM_007328	206785_s_at	human
3821	Hs.512576	NM_213657	206785_s_at	human
3821	Hs.512576	NM_213658	206785_s_at	human
3822	Hs.591157	NM_002260	206785_s_at	human
3823		NM_002261	207723_s_at	human
3823		NM_007333	207723_s_at	human
3824	Hs.562457	NM_001114396	207795_s_at	human
3824	Hs.562457	NM_001114396	207796_x_at	human
3824	Hs.562457	NM_001114396	210606_x_at	human
3824	Hs.562457	NM_002262	207795_s_at	human
3824	Hs.562457	NM_002262	207796_x_at	human
3824	Hs.562457	NM_002262	210606_x_at	human
3824	Hs.562457	NM_007334	207795_s_at	human
3824	Hs.562457	NM_007334	207796_x_at	human
3824	Hs.562457	NM_007334	210606_x_at	human
3827	Hs.77741	NM_000893	206054_at	human
3827	Hs.77741	NM_001102416	206054_at	human
3827	Hs.77741	NM_001102416	217512_at	human
3827	Hs.77741	NM_001166451	206054_at	human
3831	Hs.201071	NM_001130107	212878_s_at	human
3831	Hs.201071	NM_001130107	213656_s_at	human
3831	Hs.201071	NM_005552	212877_at	human
3831	Hs.201071	NM_005552	212878_s_at	human
3831	Hs.201071	NM_182923	212878_s_at	human
3831	Hs.201071	NM_182923	213656_s_at	human
3831		NM_001130107	212878_s_at	human
3831		NM_001130107	213656_s_at	human
3831		NM_005552	212877_at	human
3831		NM_005552	212878_s_at	human
3831		NM_182923	212878_s_at	human
3831		NM_182923	213656_s_at	human
3832	Hs.8878	NM_004523	204444_at	human
3833	Hs.436912	NM_002263	209680_s_at	human
3834	Hs.150013	NM_005355	207682_s_at	human
3834	Hs.150013	NM_005355	208128_x_at	human
3834	Hs.150013	NM_030615	207682_s_at	human
3834	Hs.150013	NM_030615	208128_x_at	human
3835		NM_007317	202183_s_at	human
3835		NM_007317	216969_s_at	human
3836	Hs.161008	NM_002264	202055_at	human
3836	Hs.161008	NM_002264	202056_at	human
3836	Hs.161008	NM_002264	202057_at	human
3836	Hs.161008	NM_002264	202058_s_at	human
3836	Hs.161008	NM_002264	202059_s_at	human
3836	Hs.161008	NM_002264	213741_s_at	human
3836	Hs.161008	NR_026698		human
3837	Hs.532793	NM_002265	208974_x_at	human
3837	Hs.532793	NM_002265	208975_s_at	human
3837	Hs.532793	NM_002265	213507_s_at	human
3837	Hs.532793	NM_002265	213573_at	human
3837	Hs.532793	NM_002265	213574_s_at	human
3837	Hs.532793	NM_002265	213803_at	human
3837		NM_002265	208974_x_at	human
3837		NM_002265	208975_s_at	human
3837		NM_002265	213507_s_at	human
3837		NM_002265	213573_at	human
3837		NM_002265	213574_s_at	human
3837		NM_002265	213803_at	human
3838	Hs.594238	NM_002266	201088_at	human
3838	Hs.594238	NM_002266	211762_s_at	human
3839	Hs.527919	NM_002267	221502_at	human
3839	Hs.527919	NM_002267	221503_s_at	human
3840		NM_002268	209653_at	human
3840		NM_002268	213567_at	human
3841	Hs.182971	NM_002269	206241_at	human
3842	Hs.482497	NM_002270	207657_x_at	human
3842	Hs.482497	NM_002270	209225_x_at	human
3842	Hs.482497	NM_002270	209226_s_at	human
3842	Hs.482497	NM_002270	212635_at	human
3842	Hs.482497	NM_002270	221829_s_at	human
3842	Hs.482497	NM_153188	207657_x_at	human
3842	Hs.482497	NM_153188	209225_x_at	human
3842	Hs.482497	NM_153188	209226_s_at	human
3842	Hs.482497	NM_153188	212635_at	human
3842	Hs.482497	NM_153188	221829_s_at	human
3843		NM_002271	211952_at	human
3843		NM_002271	211953_s_at	human
3843		NM_002271	211954_s_at	human
3843		NM_002271	211955_at	human
3845	Hs.505033	NM_004985	204009_s_at	human
3845	Hs.505033	NM_004985	204010_s_at	human
3845	Hs.505033	NM_004985	214352_s_at	human
3845	Hs.505033	NM_033360	214352_s_at	human
3846		NM_005553	214517_at	human
3848		NM_006121	205900_at	human
3849		NM_000423	207908_at	human
3850		NM_057088	217325_at	human
3851		NM_002272	213240_s_at	human
3852	Hs.433845	NM_000424	201820_at	human
3853		NM_005554	209125_at	human
3853		NM_005554	209126_x_at	human
3853		NM_005554	214580_x_at	human
3854		NM_005555	209126_x_at	human
3854		NM_005555	213680_at	human
3855	Hs.411501	NM_005556	209016_s_at	human
3855		NM_005556	209016_s_at	human
3856	Hs.533782	NM_002273	209008_x_at	human
3856		NM_002273	209008_x_at	human
3857		NM_000226	208188_at	human
3858	Hs.99936	NM_000421	207023_x_at	human
3858	Hs.99936	NM_000421	210633_x_at	human
3858	Hs.99936	NM_000421	213287_s_at	human
3859	Hs.66739	NM_000223	207811_at	human
3860		NM_002274	207935_s_at	human
3860		NM_153490	207935_s_at	human
3861		NM_000526	209351_at	human
3866		NM_002275	201650_at	human
3866		NM_002275	204734_at	human
3868		NM_005557	209800_at	human
3872	Hs.278513	NM_000422	205157_s_at	human
3872	Hs.278513	NM_000422	212236_x_at	human
3875	Hs.406013	NM_000224	201596_x_at	human
3875	Hs.406013	NM_199187	201596_x_at	human
3880		NM_002276	201650_at	human
3881	Hs.41696	NM_002277	206677_at	human
3882	Hs.41752	NM_002278	207146_at	human
3883	Hs.512579	NM_004138	208483_x_at	human
3884		NM_002279	207787_at	human
3885	Hs.296942	NM_021013	206969_at	human
3886	Hs.73082	NM_002280	216921_s_at	human
3887		NM_002281	213711_at	human
3888	Hs.134640	NM_033033		human
3889		NM_002282	207669_at	human
3890	Hs.272336	NM_033045		human
3891	Hs.182507	NM_002283	207670_at	human
3892	Hs.278658	NM_002284	215189_at	human
3895	Hs.509414	NM_001079521	200914_x_at	human
3895	Hs.509414	NM_001079521	200915_x_at	human
3895	Hs.509414	NM_001079521	214709_s_at	human
3895	Hs.509414	NM_001079522	200914_x_at	human
3895	Hs.509414	NM_001079522	200915_x_at	human
3895	Hs.509414	NM_001079522	214709_s_at	human
3895	Hs.509414	NM_004986	200914_x_at	human
3895	Hs.509414	NM_004986	200915_x_at	human
3895	Hs.509414	NM_004986	214709_s_at	human
3895	Hs.509414	NM_182926	200914_x_at	human
3895	Hs.509414	NM_182926	200915_x_at	human
3895	Hs.509414	NM_182926	214709_s_at	human
3897	Hs.522818	NM_000425	204584_at	human
3897	Hs.522818	NM_000425	204585_s_at	human
3897	Hs.522818	NM_001143963	204584_at	human
3897	Hs.522818	NM_001143963	204585_s_at	human
3897	Hs.522818	NM_024003	204584_at	human
3897	Hs.522818	NM_024003	204585_s_at	human
3898	Hs.519035	NM_005558	203287_at	human
3898	Hs.519035	NM_005558	216641_s_at	human
3899	Hs.444414	NM_001025108	205734_s_at	human
3899	Hs.444414	NM_001025108	205735_s_at	human
3899	Hs.444414	NM_002285	205734_s_at	human
3899	Hs.444414	NM_002285	205735_s_at	human
3902	Hs.409523	NM_002286	206486_at	human
3903	Hs.572535	NM_002287	208071_s_at	human
3903	Hs.572535	NM_002287	210644_s_at	human
3903	Hs.572535	NM_021706	208071_s_at	human
3903	Hs.572535	NM_021706	210644_s_at	human
3904	Hs.43803	NM_002288	207509_s_at	human
3904	Hs.43803	NM_021270	207509_s_at	human
3906	Hs.72938	NM_002289	207816_at	human
3908	Hs.200841	NM_000426	205116_at	human
3908	Hs.200841	NM_000426	213519_s_at	human
3908	Hs.200841	NM_000426	216840_s_at	human
3908	Hs.200841	NM_001079823	205116_at	human
3908	Hs.200841	NM_001079823	213519_s_at	human
3908	Hs.200841	NM_001079823	216840_s_at	human
3909	Hs.436367	NM_000227	203726_s_at	human
3909	Hs.436367	NM_001127717	203726_s_at	human
3909	Hs.436367	NM_001127718	203726_s_at	human
3909	Hs.436367	NM_198129	203726_s_at	human
3910		NM_001105206	202202_s_at	human
3910		NM_001105206	210089_s_at	human
3910		NM_001105206	210990_s_at	human
3910		NM_001105207	202202_s_at	human
3910		NM_001105207	210089_s_at	human
3910		NM_001105207	210990_s_at	human
3910		NM_001105208	210089_s_at	human
3910		NM_001105209	210089_s_at	human
3910		NM_002290	202202_s_at	human
3910		NM_002290	210089_s_at	human
3910		NM_002290	210990_s_at	human
3911	Hs.473256	NM_005560	210150_s_at	human
3912	Hs.650585	NM_002291	201505_at	human
3912	Hs.650585	NM_002291	211651_s_at	human
3913	Hs.439726	NM_002292	216264_s_at	human
3914	Hs.497636	NM_000228	209270_at	human
3914	Hs.497636	NM_001017402	209270_at	human
3914	Hs.497636	NM_001127641	209270_at	human
3915	Hs.609663	NM_002293	200770_s_at	human
3915	Hs.609663	NM_002293	200771_at	human
3916	Hs.494419	NM_005561	201551_s_at	human
3916	Hs.494419	NM_005561	201552_at	human
3916	Hs.494419	NM_005561	201553_s_at	human
3916	Hs.494419	NM_005561	213728_at	human
3918	Hs.591484	NM_005562	202267_at	human
3918	Hs.591484	NM_018891	207517_at	human
3920	Hs.496684	NM_001122606		human
3920	Hs.496684	NM_002294	203041_s_at	human
3920	Hs.496684	NM_002294	203042_at	human
3920	Hs.496684	NM_013995	200821_at	human
3921	Hs.449909	NM_001012321	213801_x_at	human
3921	Hs.449909	NM_002295	213801_x_at	human
3925	Hs.209983	NM_001145454		human
3925	Hs.209983	NM_005563	200783_s_at	human
3925	Hs.209983	NM_203399	200783_s_at	human
3925	Hs.209983	NM_203401	200783_s_at	human
3927	Hs.548018	NM_006148	200618_at	human
3929	Hs.154078	NM_004139	211652_s_at	human
3929	Hs.154078	NM_004139	214461_at	human
3930	Hs.435166	NM_002296	201795_at	human
3930	Hs.435166	NM_194442	201795_at	human
3931	Hs.387239	NM_000229	204428_s_at	human
3931	Hs.387239	NM_000229	209402_s_at	human
3932	Hs.470627	NM_001042771	204890_s_at	human
3932	Hs.470627	NM_001042771	204891_s_at	human
